PRICE,ROOMS,BATHROOMS,SURFACE,CITY,DISTRICT,ASSET_TYPE
330000,3,1,166,Palermo,Palermo Soho,Departamento
242000,3,1,62,Palermo,Palermo Chico,Departamento
395000,3,1,85,Palermo,Palermo Chico,Departamento
580000,3,3,110,Palermo,Palermo Chico,Departamento
250000,3,1,85,Palermo,Palermo Hollywood,Departamento
315000,3,3,135,Palermo,Palermo Soho,PH
112000,3,1,59,Palermo,Palermo Soho,Departamento
320000,3,1,127,Palermo,Palermo Soho,Departamento
295000,3,2,184,Palermo,Palermo Soho,Departamento
159000,3,1,56,Palermo,Palermo Soho,Departamento
169000,3,1,72,Palermo,Palermo Hollywood,Departamento
295000,3,2,100,Palermo,Palermo Soho,PH
320000,3,1,127,Palermo,Palermo Hollywood,Departamento
285000,3,1,69,Palermo,Palermo Hollywood,Departamento
490000,3,3,122,Palermo,Palermo Chico,Departamento
520000,3,2,78,Palermo,Palermo Hollywood,Departamento
550000,3,2,77,Palermo,Palermo Hollywood,Departamento
159000,3,1,62,Palermo,Palermo Hollywood,Departamento
300000,3,2,74,Palermo,Palermo Hollywood,Departamento
260000,3,2,87,Palermo,Palermo Hollywood,Departamento
590000,3,2,106,Palermo,Palermo Hollywood,Departamento
385000,3,2,93,Palermo,Palermo Hollywood,Departamento
200000,3,1,78,Palermo,Palermo Hollywood,Departamento
490000,3,2,79,Palermo,Palermo Hollywood,Departamento
580000,3,2,180,Palermo,Palermo Soho,Departamento
430000,3,1,116,Palermo,Palermo Chico,Departamento
247000,3,2,65,Palermo,Palermo Soho,Departamento
334000,3,2,95,Palermo,Palermo Hollywood,Departamento
350000,3,1,212,Vicente López,Olivos,Casa
360000,3,2,99,Vicente López,Florida,Departamento
148000,3,1,47,Vicente López,Olivos,PH
145000,3,1,65,Vicente López,Olivos,Departamento
225000,3,1,61,Vicente López,Vicente López,Departamento
289000,3,2,110,Vicente López,Olivos,Oficina
255000,3,2,125,Vicente López,Vicente López,Departamento
255000,3,2,125,Vicente López,Olivos,Departamento
280000,3,2,82,Vicente López,Olivos,Departamento
290000,3,1,102,Vicente López,Olivos,Departamento
300000,3,2,198,Vicente López,Florida Oeste,Casa
100000,3,1,55,Vicente López,Villa Martelli,PH
160000,3,1,97,Vicente López,Olivos,PH
440000,3,2,109,Vicente López,Olivos,Departamento
300000,3,1,543,Vicente López,Villa Martelli,Casa
300000,3,1,543,Vicente López,Villa Martelli,Casa
580000,3,2,155,Vicente López,Vicente López,Departamento
255000,3,1,90,Vicente López,Olivos,Departamento
140000,3,1,56,Vicente López,Villa Martelli,Departamento
400000,3,2,114,Vicente López,Olivos,Departamento
187000,3,1,77,Vicente López,Olivos,Departamento
230000,3,1,277,Vicente López,Villa Martelli,Casa
140000,3,1,73,Vicente López,Villa Martelli,Departamento
110000,3,1,115,Vicente López,Villa Martelli,Casa
230000,3,2,102,Vicente López,Olivos,Departamento
570000,4,2,137,Palermo,Palermo Chico,Departamento
750000,4,2,130,Palermo,Palermo Chico,Departamento
263000,4,1,79,Palermo,Palermo Soho,Departamento
550000,4,2,140,Palermo,Palermo Hollywood,Departamento
395000,4,3,168,Palermo,Palermo Soho,Departamento
279000,4,1,102,Palermo,Palermo Soho,Departamento
390000,4,3,142,Palermo,Palermo Soho,PH
252000,4,2,100,Palermo,Palermo Hollywood,Departamento
480000,4,2,100,Palermo,Palermo Soho,Departamento
790000,4,3,126,Palermo,Palermo Chico,Departamento
240000,4,2,87,Palermo,Palermo Hollywood,Departamento
200000,4,1,100,Vicente López,Carapachay,PH
310000,4,1,147,Vicente López,Olivos,Casa
310000,4,2,145,Vicente López,Florida,Casa
455000,4,3,225,Vicente López,Vicente López,Casa
257000,4,2,139,Vicente López,Carapachay,Casa
289000,4,2,98,Vicente López,Olivos,Departamento
210000,4,2,85,Vicente López,Olivos,PH
218000,4,1,74,Vicente López,Vicente López,PH
585000,4,2,138,Vicente López,Olivos,Departamento
279000,4,2,182,Vicente López,Florida,Casa
395000,4,3,105,Vicente López,Olivos,Departamento
600000,4,2,191,Vicente López,Vicente López,Departamento
245000,4,1,183,Vicente López,Florida,PH
452000,4,2,120,Vicente López,Olivos,Departamento
280000,4,2,100,Vicente López,Olivos,Departamento
329500,4,2,150,Vicente López,Olivos,Casa
235000,4,1,78,Vicente López,Olivos,PH
130000,4,1,78,Vicente López,Villa Martelli,PH
685000,4,3,400,Vicente López,Olivos,Casa
215000,4,1,183,Vicente López,Villa Martelli,PH
585000,4,2,138,Vicente López,Olivos,Departamento
1300000,5,2,211,Palermo,Palermo Chico,Departamento
750000,5,3,206,Palermo,Palermo Chico,Departamento
480000,5,3,206,Palermo,Palermo Chico,Departamento
700000,5,3,149,Palermo,Palermo Chico,Departamento
333000,5,2,146,Vicente López,Olivos,Casa
460000,5,3,220,Vicente López,Florida,Casa
580000,5,3,260,Vicente López,Olivos,Departamento
3500000,5,4,392,Vicente López,Vicente López,Departamento
460000,5,2,268,Vicente López,La Lucila,Casa
810000,6,3,193,Palermo,Palermo Chico,Departamento
1550000,6,3,413,Palermo,Palermo Chico,Departamento
275000,6,3,213,Vicente López,Florida,Departamento
750000,7,5,546,Vicente López,Florida,Casa
290000,7,4,343,Vicente López,Carapachay,Casa
840000,10,4,350,Vicente López,La Lucila,Casa
200000,10,2,277,Vicente López,Villa Martelli,Casa
275000,2,1,75,Vicente López,Olivos,Departamento
178000,3,1,80,Palermo,Palermo Soho,Departamento
180000,3,1,62,Palermo,Palermo Soho,Departamento
335000,3,1,138,Vicente López,Florida,Departamento
985000,4,3,221,Vicente López,La Lucila,Departamento
280000,4,1,79,Vicente López,Olivos,Departamento
450000,4,2,140,Vicente López,La Lucila,Departamento
145000,5,2,117,Vicente López,Florida,Casa
980000,6,5,550,Vicente López,Vicente López,Casa
158000,1,1,45,Palermo,Palermo Hollywood,Departamento
118000,1,1,42,Vicente López,Olivos,Departamento
135000,2,1,57,Palermo,Palermo Hollywood,PH
175000,2,1,50,Palermo,Palermo Hollywood,Departamento
430000,2,1,74,Palermo,Palermo Chico,Departamento
180000,2,1,50,Palermo,Palermo Hollywood,Departamento
145000,3,1,47,Palermo,Palermo Viejo,PH
119000,3,1,84,Vicente López,Carapachay,PH
240000,3,1,58,Palermo,Palermo Chico,Departamento
273000,3,1,69,Palermo,Palermo Hollywood,Departamento
170000,3,1,60,Vicente López,Olivos,Departamento
690000,3,3,142,Vicente López,Olivos,Departamento
269000,4,1,146,Vicente López,Florida,Casa
220000,5,1,100,Vicente López,Olivos,Casa
570000,5,3,222,Vicente López,La Lucila,Casa
280000,5,2,228,Vicente López,La Lucila,Departamento
1100000,6,3,268,Palermo,Palermo Chico,Departamento
2200000,6,3,325,Palermo,Palermo Chico,Departamento
299000,3,2,81,Palermo,Palermo Soho,Departamento
880000,4,2,233,Palermo,Palermo Chico,Departamento
245000,2,1,97,Vicente López,Florida,Departamento
225000,2,1,74,Vicente López,Florida,Departamento
156760,2,1,57,Vicente López,Florida,Departamento
150000,3,1,65,Vicente López,Olivos,Departamento
110000,3,1,80,Vicente López,Munro,PH
158000,3,1,66,Vicente López,Villa Martelli,Local comercial
229900,3,2,108,Vicente López,Olivos,Oficina
132000,3,1,62,Vicente López,Munro,PH
195000,3,1,90,Vicente López,Munro,Casa
200000,3,1,72,Vicente López,Florida,Departamento
245000,3,1,106,Vicente López,Florida,Departamento
179000,3,1,69,Vicente López,Vicente López,PH
120000,3,1,47,Vicente López,Villa Martelli,Departamento
310000,4,2,155,Vicente López,Munro,Casa
130000,4,1,122,Vicente López,Florida,PH
315000,4,2,80,Vicente López,Florida,PH
130000,4,1,78,Vicente López,Villa Martelli,PH
220000,5,1,105,Vicente López,Florida,Casa
195000,6,3,238,Vicente López,Villa Martelli,Casa
800000,6,4,500,Vicente López,Florida,Casa
180000,6,4,300,Vicente López,Villa Martelli,Casa
850000,7,3,270,Vicente López,Vicente López,Casa
91000,1,1,22,Palermo,Palermo Chico,Departamento
265000,2,1,55,Palermo,Palermo Soho,Departamento
187000,3,1,67,Vicente López,Florida,Departamento
3450000,4,3,250,Palermo,Palermo Chico,Departamento
1950000,4,4,270,Palermo,Palermo Chico,Departamento
449500,6,2,236,Vicente López,Vicente López,Casa
115000,2,1,47,Palermo,Palermo Soho,Departamento
95000,1,1,28,Palermo,Palermo Soho,Departamento
128000,1,1,31,Palermo,Palermo Soho,Departamento
138000,1,1,44,Palermo,Palermo Soho,Departamento
100500,1,1,40,Palermo,Palermo Soho,Departamento
169000,1,1,49,Palermo,Palermo Hollywood,Departamento
145000,2,1,46,Palermo,Palermo Hollywood,Departamento
181000,2,1,46,Palermo,Palermo Hollywood,Departamento
150000,2,1,45,Palermo,Palermo Soho,Departamento
138000,2,1,44,Palermo,Palermo Soho,Departamento
145000,2,1,67,Palermo,Palermo Soho,Departamento
145000,2,1,52,Palermo,Palermo Soho,Departamento
205000,2,1,50,Palermo,Palermo Hollywood,Departamento
169000,2,1,42,Palermo,Palermo Soho,Departamento
240000,2,1,51,Palermo,Palermo Hollywood,Departamento
195000,2,1,59,Palermo,Palermo Soho,Departamento
145000,2,1,46,Palermo,Palermo Hollywood,Departamento
150000,2,1,45,Palermo,Palermo Hollywood,Departamento
169000,2,1,49,Palermo,Palermo Hollywood,Departamento
111000,2,1,42,Palermo,Palermo Soho,Departamento
255000,2,1,54,Palermo,Palermo Hollywood,Departamento
155000,2,1,42,Palermo,Palermo Soho,Departamento
165000,2,2,63,Palermo,Palermo Soho,Departamento
150000,2,1,45,Palermo,Palermo Viejo,Departamento
249000,2,1,64,Vicente López,Olivos,Departamento
158000,2,1,52,Vicente López,Olivos,Departamento
250000,2,2,60,Vicente López,Olivos,Departamento
120000,2,1,45,Vicente López,Olivos,Departamento
300000,2,1,62,Vicente López,Vicente López,Departamento
200000,2,1,63,Vicente López,Florida,Departamento
189000,2,2,72,Vicente López,Florida,Departamento
230000,2,2,64,Vicente López,Olivos,Departamento
150000,2,1,49,Vicente López,Florida,Departamento
200000,2,1,63,Vicente López,Florida,Departamento
230000,3,2,84,Palermo,Palermo Hollywood,PH
198000,3,1,65,Vicente López,Olivos,PH
165000,3,1,115,Vicente López,Munro,PH
229000,3,1,87,Vicente López,Florida,PH
280000,3,2,100,Vicente López,Olivos,Casa
280000,3,2,100,Vicente López,Olivos,Casa
199999,3,2,72,Palermo,Palermo Soho,Departamento
334000,3,2,82,Palermo,Palermo Soho,Departamento
273000,3,1,69,Palermo,Palermo Hollywood,Departamento
285000,3,1,69,Palermo,Palermo Hollywood,Departamento
224999,3,2,72,Palermo,Palermo Soho,Departamento
520000,3,2,78,Palermo,Palermo Hollywood,Departamento
224999,3,2,72,Palermo,Palermo Chico,Departamento
199999,3,2,72,Palermo,Palermo Hollywood,Departamento
224999,3,2,72,Palermo,Palermo Hollywood,Departamento
235000,3,1,70,Palermo,Palermo Hollywood,Departamento
415000,3,3,87,Palermo,Palermo Soho,Departamento
224999,3,2,72,Palermo,Palermo Viejo,Departamento
200000,3,2,76,Palermo,Palermo Soho,Departamento
550000,3,2,77,Palermo,Palermo Hollywood,Departamento
309000,3,2,93,Palermo,Palermo Soho,Departamento
225000,3,2,85,Palermo,Palermo Hollywood,Departamento
750000,3,2,128,Palermo,Palermo Chico,Departamento
295000,3,1,73,Palermo,Palermo Chico,Departamento
370000,3,2,105,Vicente López,Olivos,Departamento
230000,3,1,57,Vicente López,Vicente López,Departamento
300000,3,2,154,Vicente López,La Lucila,Departamento
169000,3,1,60,Vicente López,Florida,Departamento
480000,3,2,112,Vicente López,Olivos,Departamento
3500000,4,3,260,Palermo,Palermo Chico,Departamento
384500,4,3,168,Palermo,Palermo Soho,Departamento
495000,4,2,120,Palermo,Palermo Chico,Departamento
396991,4,2,128,Palermo,Palermo Soho,Departamento
1450000,4,3,240,Palermo,Palermo Chico,Departamento
470000,4,3,110,Vicente López,Olivos,Departamento
280000,4,2,100,Vicente López,Olivos,Departamento
355000,5,3,138,Palermo,Palermo Soho,Departamento
112000,1,1,40,Palermo,Palermo Soho,Departamento
121600,1,1,43,Vicente López,Olivos,Departamento
121600,1,1,43,Vicente López,Olivos,Departamento
243200,2,1,86,Vicente López,Olivos,Departamento
140000,3,1,74,Vicente López,Florida Oeste,Departamento
149900,4,2,148,Vicente López,Munro,PH
260000,4,2,105,Vicente López,Munro,PH
900000,4,4,183,Palermo,Palermo Chico,Departamento
415000,5,2,232,Vicente López,Florida,Casa
152200,1,1,49,Palermo,Palermo Soho,Departamento
147500,1,1,46,Palermo,Palermo Soho,Departamento
135000,1,1,49,Palermo,Palermo Soho,Departamento
139150,1,1,28,Palermo,Palermo Chico,Departamento
144100,1,1,45,Palermo,Palermo Soho,Departamento
122900,1,1,45,Palermo,Palermo Soho,Departamento
160423,1,1,32,Palermo,Palermo Chico,Departamento
124000,1,1,42,Palermo,Palermo Hollywood,Departamento
158200,1,1,49,Palermo,Palermo Soho,Departamento
157300,1,1,49,Palermo,Palermo Soho,Departamento
144400,1,1,46,Palermo,Palermo Soho,Departamento
140100,1,1,45,Palermo,Palermo Soho,Departamento
153400,1,1,46,Palermo,Palermo Soho,Departamento
158200,1,1,49,Palermo,Palermo Soho,Departamento
138600,1,1,45,Palermo,Palermo Soho,Departamento
126600,1,1,46,Palermo,Palermo Soho,Departamento
147100,1,1,45,Palermo,Palermo Soho,Departamento
144100,1,1,45,Palermo,Palermo Soho,Departamento
140000,1,1,42,Palermo,Palermo Hollywood,Departamento
161600,1,1,49,Palermo,Palermo Soho,Departamento
200000,2,1,50,Palermo,Palermo Hollywood,Departamento
159700,2,1,43,Palermo,Palermo Hollywood,Departamento
239000,2,1,59,Palermo,Palermo Hollywood,Departamento
175000,2,1,55,Palermo,Palermo Hollywood,Departamento
125000,2,1,45,Vicente López,La Lucila,Departamento
215000,2,1,52,Vicente López,Olivos,Departamento
180000,2,1,52,Vicente López,Olivos,Departamento
283400,3,2,92,Palermo,Palermo Soho,Departamento
317000,3,1,90,Palermo,Palermo Soho,Departamento
316500,3,2,91,Palermo,Palermo Soho,Departamento
230000,3,2,64,Palermo,Palermo Hollywood,Departamento
99000,4,1,98,Vicente López,Munro,PH
459000,4,2,143,Palermo,Palermo Chico,Departamento
299900,5,2,260,Vicente López,Munro,Casa
1190000,5,3,283,Palermo,Palermo Chico,Departamento
250000,4,1,82,Vicente López,Florida,PH
1700000,5,4,381,Palermo,Palermo Chico,Casa
389000,5,2,142,Vicente López,Florida,Casa
389000,5,2,142,Vicente López,Florida,Casa
159000,2,2,200,Vicente López,Munro,Casa
227000,3,1,143,Vicente López,Carapachay,Casa
225000,1,1,46,Palermo,Palermo Chico,Departamento
270000,3,1,65,Palermo,Palermo Chico,Departamento
99500,1,1,40,Palermo,Palermo Soho,Departamento
175000,3,1,55,Vicente López,Vicente López,Departamento
298000,4,2,116,Vicente López,Vicente López,Departamento
240000,2,1,72,Vicente López,La Lucila,Departamento
200000,2,1,55,Palermo,Palermo Chico,Departamento
200000,2,1,55,Palermo,Palermo Hollywood,Departamento
200000,2,1,55,Palermo,Palermo Soho,Departamento
130000,1,1,35,Palermo,Palermo Hollywood,Departamento
145000,2,1,67,Palermo,Palermo Soho,Departamento
93000,1,1,31,Vicente López,Olivos,Departamento
240000,2,2,66,Vicente López,Olivos,Departamento
90000,2,1,36,Vicente López,Vicente López,Departamento
90000,2,1,36,Vicente López,Vicente López,Departamento
530000,4,2,317,Palermo,Palermo Hollywood,PH
240000,3,1,145,Vicente López,Florida,PH
285000,3,1,69,Palermo,Palermo Hollywood,Departamento
399000,3,3,94,Palermo,Palermo Hollywood,Departamento
400000,3,2,79,Vicente López,Olivos,Departamento
265000,4,2,76,Palermo,Palermo Hollywood,Departamento
880000,4,3,149,Palermo,Palermo Chico,Departamento
515000,4,2,120,Palermo,Palermo Chico,Departamento
780000,4,3,398,Vicente López,La Lucila,Departamento
185000,4,1,85,Vicente López,Olivos,Departamento
290000,4,2,100,Vicente López,Olivos,Departamento
290000,4,2,100,Vicente López,Vicente López,Departamento
850000,8,4,242,Palermo,Palermo Chico,Departamento
149000,3,1,70,Vicente López,Vicente López,PH
262000,3,2,12,Vicente López,Olivos,Departamento
230000,2,1,54,Vicente López,Vicente López,Departamento
480000,3,3,143,Vicente López,Olivos,Departamento
480000,3,2,106,Vicente López,Olivos,Departamento
440000,3,2,100,Vicente López,Olivos,Departamento
167300,2,1,63,Vicente López,Olivos,Departamento
110000,3,1,53,Vicente López,Carapachay,Departamento
247000,3,1,136,Vicente López,Munro,Casa
780000,7,4,417,Vicente López,La Lucila,Casa
320000,4,2,105,Palermo,Palermo Hollywood,Departamento
320000,3,1,72,Palermo,Palermo Hollywood,Departamento
319000,3,2,100,Palermo,Palermo Hollywood,Departamento
210000,3,1,57,Vicente López,Olivos,Departamento
232000,4,1,80,Palermo,Palermo Viejo,Departamento
81705,1,1,34,Vicente López,La Lucila,Departamento
108000,2,1,50,Vicente López,Florida,Departamento
238200,2,1,48,Vicente López,Vicente López,Departamento
850000,6,3,450,Vicente López,Florida,Casa
780000,4,3,171,Vicente López,La Lucila,Departamento
720000,3,2,171,Vicente López,Olivos,Departamento
225000,3,1,110,Vicente López,Olivos,Casa
165000,1,1,49,Palermo,Palermo Chico,Departamento
420000,3,2,140,Palermo,Palermo Soho,Departamento
355000,1,1,68,Palermo,Palermo Chico,Departamento
130000,1,1,36,Palermo,Palermo Chico,Departamento
310000,3,1,96,Vicente López,Olivos,Departamento
485000,4,3,157,Vicente López,Olivos,Departamento
214300,2,1,56,Vicente López,Olivos,Departamento
147000,2,1,61,Vicente López,Olivos,Departamento
161000,2,1,68,Vicente López,Florida,Departamento
113000,2,1,48,Vicente López,Florida,Departamento
179900,2,1,85,Vicente López,Florida,Departamento
225000,3,2,112,Vicente López,Florida,Casa
333000,3,2,101,Vicente López,Olivos,Departamento
133000,3,2,74,Vicente López,Florida,Departamento
171000,3,2,88,Vicente López,Florida,Departamento
324000,4,2,262,Vicente López,Olivos,Departamento
375000,4,2,116,Vicente López,La Lucila,Departamento
475000,6,4,476,Vicente López,Olivos,Casa
190000,1,1,44,Palermo,Palermo Soho,Departamento
155250,1,1,45,Palermo,Palermo Soho,Departamento
163500,2,1,42,Palermo,Palermo Soho,Departamento
139000,2,1,52,Palermo,Palermo Soho,Departamento
360000,2,1,70,Palermo,Palermo Hollywood,Departamento
128500,2,1,42,Palermo,Palermo Soho,Departamento
540000,2,2,94,Palermo,Palermo Chico,Departamento
145000,2,1,49,Palermo,Palermo Hollywood,Departamento
125000,2,1,41,Vicente López,Olivos,Departamento
230000,2,2,66,Vicente López,La Lucila,Departamento
135000,2,1,41,Vicente López,Olivos,Departamento
269000,3,2,107,Vicente López,La Lucila,PH
125000,3,1,76,Vicente López,Carapachay,PH
269000,3,1,107,Vicente López,La Lucila,PH
259000,3,2,67,Palermo,Palermo Chico,Departamento
185000,3,1,69,Vicente López,Vicente López,Departamento
279000,3,2,70,Vicente López,Olivos,Departamento
350000,3,1,130,Vicente López,Florida,Departamento
185000,3,1,69,Vicente López,Vicente López,Departamento
205000,4,2,130,Vicente López,Florida,PH
135000,4,1,74,Vicente López,Carapachay,PH
215000,4,1,87,Vicente López,Florida,PH
259000,4,1,90,Vicente López,Olivos,Casa
430000,4,3,168,Palermo,Palermo Soho,Departamento
860000,4,2,157,Palermo,Palermo Chico,Departamento
269000,4,2,160,Vicente López,La Lucila,Departamento
1500000,4,3,240,Vicente López,Vicente López,Departamento
2800000,5,3,535,Palermo,Palermo Chico,Departamento
570000,6,5,366,Vicente López,Olivos,Casa
648000,6,2,291,Vicente López,La Lucila,Casa
650000,7,3,545,Vicente López,Vicente López,Casa
159000,2,1,65,Palermo,Palermo Hollywood,PH
275000,3,2,100,Vicente López,Florida,PH
322000,4,2,180,Vicente López,Olivos,Casa
540000,1,2,157,Palermo,Palermo Hollywood,Oficina
96000,3,1,45,Vicente López,Olivos,Oficina
650000,4,3,149,Palermo,Palermo Chico,Departamento
395000,3,1,209,Palermo,Palermo Soho,Departamento
170000,1,1,83,Palermo,Palermo Viejo,Departamento
260000,2,1,50,Palermo,Palermo Hollywood,Departamento
152000,3,1,74,Vicente López,Munro,Departamento
156300,1,1,51,Vicente López,Munro,Departamento
88000,2,1,38,Vicente López,Carapachay,Departamento
118000,2,1,50,Vicente López,Carapachay,Departamento
105000,2,1,31,Vicente López,Olivos,Departamento
360000,4,3,140,Vicente López,Florida,Departamento
96000,3,1,45,Vicente López,Olivos,Departamento
500000,3,2,134,Vicente López,Olivos,Departamento
189500,3,1,62,Vicente López,Olivos,Departamento
350000,4,2,96,Vicente López,Olivos,Departamento
143000,2,1,35,Palermo,Palermo Chico,Departamento
175000,2,1,43,Palermo,Palermo Chico,Departamento
398000,2,1,74,Palermo,Palermo Hollywood,Departamento
178000,1,1,53,Palermo,Palermo Hollywood,Departamento
141042,2,1,64,Palermo,Palermo Hollywood,Departamento
169500,2,2,58,Vicente López,La Lucila,Departamento
135000,1,1,41,Vicente López,Vicente López,Departamento
260000,4,2,166,Vicente López,Olivos,PH
250000,3,1,75,Palermo,Palermo Hollywood,Departamento
398500,3,2,93,Palermo,Palermo Hollywood,Departamento
395000,3,2,118,Palermo,Palermo Chico,Departamento
435000,3,2,89,Vicente López,Olivos,Departamento
243000,2,1,84,Vicente López,Olivos,Departamento
169500,3,2,58,Vicente López,La Lucila,Departamento
320000,4,2,148,Vicente López,Olivos,Casa
1790000,4,4,286,Palermo,Palermo Chico,Departamento
519000,5,2,322,Vicente López,La Lucila,Casa
125000,1,1,43,Palermo,Palermo Soho,Departamento
495000,4,3,140,Palermo,Palermo Soho,Departamento
255000,3,1,74,Vicente López,Olivos,Departamento
195000,3,1,123,Vicente López,Florida,Casa
119000,3,1,52,Vicente López,Olivos,Departamento
268000,4,2,100,Vicente López,Olivos,Departamento
123025,1,1,37,Palermo,Palermo Soho,Departamento
115000,2,1,50,Vicente López,Vicente López,Departamento
209000,2,2,60,Palermo,Palermo Hollywood,Departamento
145000,2,1,52,Palermo,Palermo Soho,Departamento
125000,2,1,42,Palermo,Palermo Soho,Departamento
86900,1,1,33,Palermo,Palermo Soho,Departamento
285000,3,1,137,Palermo,Palermo Chico,Departamento
136000,2,1,57,Palermo,Palermo Soho,Departamento
200000,2,1,52,Palermo,Palermo Hollywood,Departamento
300000,2,1,59,Palermo,Palermo Chico,Departamento
440000,2,1,106,Palermo,Palermo Hollywood,Departamento
184585,3,1,73,Palermo,Palermo Soho,Departamento
149000,3,1,52,Palermo,Palermo Soho,PH
1300000,8,3,360,Palermo,Palermo Chico,Departamento
245000,2,2,98,Palermo,Palermo Hollywood,Casa
269000,3,1,70,Palermo,Palermo Hollywood,Departamento
275000,3,2,73,Palermo,Palermo Soho,Departamento
100000,1,1,40,Palermo,Palermo Soho,Departamento
189900,1,1,66,Vicente López,Florida,Departamento
349000,3,2,92,Vicente López,Olivos,Departamento
220000,5,1,149,Vicente López,Florida,PH
279000,4,1,102,Palermo,Palermo Soho,Departamento
745000,7,4,898,Vicente López,Florida,Casa
210000,1,1,53,Vicente López,Olivos,Departamento
197000,2,2,112,Vicente López,Florida Oeste,Casa
150000,2,1,125,Vicente López,Florida,Casa
156760,2,1,57,Vicente López,Florida,Departamento
132000,3,1,62,Vicente López,Munro,PH
110000,3,1,80,Vicente López,Munro,PH
120000,3,1,150,Vicente López,Florida Oeste,PH
298000,3,3,140,Vicente López,Olivos,Casa
298000,3,3,140,Vicente López,Olivos,Casa
195000,3,1,90,Vicente López,Munro,Casa
229900,3,2,108,Vicente López,Olivos,Oficina
749000,3,2,117,Palermo,Palermo Chico,Departamento
120000,3,1,47,Vicente López,Villa Martelli,Departamento
590000,3,3,103,Vicente López,Olivos,Departamento
245000,3,1,106,Vicente López,Florida,Departamento
415000,3,2,80,Vicente López,Olivos,Departamento
690000,3,3,164,Vicente López,Olivos,Departamento
158000,3,1,66,Vicente López,Villa Martelli,Local comercial
130000,4,1,122,Vicente López,Florida,PH
163000,4,2,88,Vicente López,Florida,PH
130000,4,1,78,Vicente López,Villa Martelli,PH
310000,4,2,155,Vicente López,Munro,Casa
220000,5,1,105,Vicente López,Florida,Casa
180000,6,4,300,Vicente López,Villa Martelli,Casa
195000,6,3,238,Vicente López,Villa Martelli,Casa
299000,4,2,94,Vicente López,Vicente López,Departamento
1800000,5,3,400,Palermo,Palermo Chico,Departamento
210000,2,1,52,Palermo,Palermo Hollywood,Departamento
700000,4,2,173,Palermo,Palermo Chico,Departamento
720000,4,3,148,Vicente López,Olivos,Departamento
325000,6,2,145,Vicente López,Florida,Casa
510000,7,2,270,Vicente López,La Lucila,Casa
650000,8,7,400,Vicente López,Florida,Casa
157000,1,1,38,Vicente López,Olivos,Departamento
77900,2,1,47,Vicente López,Munro,PH
149000,2,1,48,Vicente López,Vicente López,Departamento
163999,2,1,53,Palermo,Palermo Soho,Departamento
280000,3,2,74,Vicente López,Olivos,Departamento
1350000,4,4,226,Vicente López,Olivos,Departamento
390000,5,3,177,Vicente López,Olivos,Casa
1450000,8,5,310,Palermo,Palermo Chico,Departamento
2200000,9,3,600,Vicente López,Olivos,Casa
156000,2,1,75,Vicente López,Florida,PH
625000,4,2,256,Vicente López,Olivos,Casa
250000,3,2,90,Vicente López,Olivos,Casa
280000,3,3,150,Vicente López,Olivos,Casa
278000,6,3,150,Vicente López,Florida,Casa
180000,5,1,100,Palermo,Palermo Viejo,Oficina
550000,3,2,81,Palermo,Palermo Hollywood,Departamento
132000,2,1,50,Palermo,Palermo Soho,Departamento
519000,3,2,77,Palermo,Palermo Hollywood,Departamento
90000,2,1,35,Palermo,Palermo Soho,Departamento
135000,2,1,43,Palermo,Palermo Viejo,Departamento
230000,3,1,78,Vicente López,Olivos,Departamento
317000,3,3,138,Vicente López,Olivos,Departamento
185000,4,2,69,Vicente López,Olivos,Departamento
315000,4,3,140,Vicente López,Olivos,Departamento
210000,2,1,54,Vicente López,Olivos,Departamento
450000,2,1,99,Vicente López,Olivos,Departamento
575000,4,3,134,Vicente López,Olivos,Departamento
105000,2,1,38,Vicente López,La Lucila,Departamento
450000,3,1,99,Vicente López,Olivos,Departamento
48000,2,1,33,Vicente López,Munro,Departamento
99900,2,1,40,Vicente López,Vicente López,Departamento
125000,2,1,43,Vicente López,Vicente López,Departamento
265000,2,1,56,Vicente López,Olivos,Departamento
416000,4,3,455,Vicente López,Olivos,Casa
285000,4,2,96,Vicente López,Vicente López,Departamento
157000,1,1,45,Palermo,Palermo Hollywood,Departamento
130000,1,1,45,Palermo,Palermo Hollywood,Departamento
162000,1,1,43,Palermo,Palermo Soho,Departamento
135000,1,1,38,Palermo,Palermo Hollywood,Departamento
130200,1,1,42,Vicente López,Olivos,Departamento
138600,1,1,42,Vicente López,Olivos,Departamento
92000,1,1,29,Vicente López,Olivos,Departamento
93000,1,1,28,Vicente López,Olivos,Departamento
132300,1,1,42,Vicente López,Olivos,Departamento
157000,2,1,45,Palermo,Palermo Hollywood,Departamento
345000,2,2,55,Palermo,Palermo Hollywood,Departamento
196999,2,2,73,Palermo,Palermo Soho,Departamento
190000,2,1,54,Palermo,Palermo Hollywood,Departamento
180000,2,1,70,Palermo,Palermo Hollywood,Departamento
154350,2,2,49,Vicente López,Olivos,Departamento
250000,2,1,63,Vicente López,Olivos,Departamento
163200,2,1,51,Vicente López,Olivos,Departamento
250000,2,2,60,Vicente López,Olivos,Departamento
227500,2,2,50,Vicente López,Olivos,Departamento
151900,2,2,49,Vicente López,Olivos,Departamento
158100,2,1,51,Vicente López,Olivos,Departamento
130000,2,1,43,Vicente López,Olivos,Departamento
195000,2,1,59,Vicente López,Olivos,Departamento
160650,2,1,51,Vicente López,Olivos,Departamento
230000,2,2,64,Vicente López,Olivos,Departamento
